"LOCUSTAG","GENE","EXP_70_TestInt","EXP_70_CntlInt","EXP_71_TestInt","EXP_71_CntlInt","EXP_72_TestInt","EXP_72_CntlInt","EXP_73_TestInt","EXP_73_CntlInt","EXP_74_TestInt","EXP_74_CntlInt","EXP_75_TestInt","EXP_75_CntlInt","EXP_76_TestInt","EXP_76_CntlInt","EXP_77_TestInt","EXP_77_CntlInt","EXP_78_TestInt","EXP_78_CntlInt","EXP_79_TestInt","EXP_79_CntlInt","EXP_80_TestInt","EXP_80_CntlInt","mean_exp","stdev_exp","RSD"
"b3453","ugpB",2673.474,2005.158,2515.274,3381.623,3306.296,6855.281,3605.541,6055.373,726.339,640.698,3257.388,3557.135,5086.65,1457.722,3474.284,1755.298,693.619,736.224,403.801,427.121,1249.383,1311.498,2507.96272727273,1503.38271749852,0.599443803988813
"b3454","livF",2498.766,1747.407,2571.688,3005.731,5013.144,8149.524,5726.746,6852.905,1404.655,1338.128,2726.813,3206.981,763.508,727.851,797.865,768.552,814.912,717.831,413.287,409.864,4687.165,4696.922,2683.6475,1904.94708040386,0.709835058592406
"b3455","livG",2625.725,4151.739,4177.72,4638.684,2064.39,780.633,2172.288,913.335,1185.27,885.9,1557.482,1407.579,760.603,774.435,680.995,848.341,405.484,436.095,256.8,341.916,5502.99,5784.594,1925.13627272727,1601.20157359984,0.831734145932158
"b3456","livM",3418.15,1646.287,1998.22,3783.485,4635.47,11939.874,4412.865,9799.551,1014.111,1207.661,2707.977,2874.31,935.115,1632.65,620.161,1110.89,910.175,871.889,310.619,300.454,4365.708,4311.577,2945.78177272727,2700.7263745288,0.916811421515589
"b3457","livH",3497.237,2721.149,3897.95,6146.289,4617.832,7491.298,5516.357,6074.29,2686.477,1903.581,4518.098,3196.993,1814.681,1149.268,1750.438,1778.567,3032.937,2627.545,1273.868,1208.499,4046.615,4493.114,3429.23104545455,1283.74116166262,0.374352484462727
"b3458","livK",6030.241,2234.908,3015.121,5170.184,7161.271,18053.613,5371.093,9981.217,840.439,1141.725,2248.115,2341.959,685.969,1077.894,770.152,1027.555,1013.76,832.035,592.635,552.948,9967.39,7553.869,3984.7315,4065.46137055406,1.02025980183459
"b3459","yhhK",2731.542,2954.094,3048.745,2472.92,5222.41,5298.984,5802.665,5365.512,1533.38,1513.319,2457.541,2565.457,602.785,551.991,662.143,631.658,1045.516,1103.599,627.512,695.786,3494.814,2992.219,2426.11781818182,1288.94277653551,0.531277898738433
"b3460","livJ",2986.003,1991.997,3199.21,5354.366,3919.625,8087.623,4328.046,6483.243,1335.348,1740.155,3078.475,5056.768,667.674,1089.16,791.53,1339.52,1091.427,1086.897,599.452,551.226,9534.886,8557.656,3312.28577272727,2459.59082482658,0.742566008367508
"b3461","rpoH",1344.636,3046.633,4874.37,2416.997,13568.748,4457.441,8611.208,6803.21,1954.386,651.445,1946.95,1268.581,1296.135,614.811,1095.216,780.903,2764.878,2666.996,826.287,739.036,3718.487,5350.656,3218.09136363636,2660.70252614024,0.826795210417428
"b3462","ftsX",3072.08,2799.59,3842.954,3521.563,7273.833,11485.293,6349.82,8200.522,2099.747,1026.843,3935.96,2424.548,1269.021,985.355,1221.129,1179.533,1878.024,1692.57,718.827,624.475,3655.872,2191.951,3247.705,2411.40765703636,0.742495903118159
"b3463","ftsE",2375.474,3821.703,4696.922,2518.764,10430.35,8874.807,8945.832,7595.873,1936.855,923.2,3911.483,2153.548,923.52,460.482,1058.276,545.903,1227.068,1119.78,692.658,542.696,3385.141,3211.43,3243.26204545455,2485.62186995968,0.766395633508336
"b3464","ftsY",3049.802,5402.832,7499.091,5969.937,10679.082,7099.492,10318.889,6178.325,3039.251,2295.352,4906.573,7129.079,2188.156,1462.783,1919.48,1408.067,4928.729,4485.335,2376.298,1571.035,4299.64,4269.94,4658.05309090909,1807.01611449896,0.387933773881974
"b3465","rsmD",1792.18,2752.449,3291.433,2377.946,5461.191,4643.51,4828.971,3876.395,575.232,502.159,1844.482,2296.148,770.953,853.649,765.098,726.339,1235.603,1118.229,568.888,547.229,3277.772,3239.376,2152.056,1226.95702396431,0.570132479807362
"b3466","yhhL",2167.025,2223.32,3358.264,2432.965,8936.536,3865.663,6871.932,3520.342,1259.382,906.083,3687.686,2642.156,850.401,530.791,967.421,584.071,1673.903,1574.851,533.188,556.987,3332.756,3447.895,2541.98263636364,1633.68192285893,0.642680205399022
"b3467","yhhM",1722.753,2701.416,3093.448,2095.386,7514.701,5636.172,7540.79,5284.312,1099.019,795.655,1694.331,1406.116,1124.837,573.838,1073.049,630.564,1019.397,902.949,713.861,424.759,2731.542,2508.31,2376.69113636364,1645.73612209047,0.692448462027955
"b3468","yhhN",4645.12,2490.984,3574.436,4253.692,7228.597,8930.344,7434.397,10383.463,1238.175,1495.073,2592.27,3151.887,537.269,690.98,875.522,1060.111,718.578,779.821,546.471,443.257,3585.603,4118.776,3217.03754545454,2476.42628272105,0.769784700281188
"b3469","zntA",3593.067,2622.996,3430.017,3748.246,7787.799,12774.684,6796.141,9524.978,1199.319,1088.405,2986.003,2592.27,889.592,939.012,897.644,1054.249,3488.763,2569.906,1984.418,1222.399,2516.146,2115.818,3446.44872727273,2700.18814486979,0.78346969838908
"b3470","sirA",1414.915,2122.428,3125.779,2333.048,6253.725,4004.76,5622.515,3756.049,1538.704,1125.617,2684.616,2119.488,846.285,540.069,826.86,538.387,1082.386,1016.927,582.656,611.2,2970.52,3094.52,2191.42972727273,1213.37733453702,0.553692103121686
"b3471","yhhQ",2254.357,2182.098,3391.012,2889.291,6236.41,7148.872,6640.149,5804.677,1625.311,1443.645,2862.381,2315.327,1126.788,828.295,1136.987,667.674,1443.144,1277.405,497.827,448.356,3608.041,3648.278,2703.46931818182,1603.33881440033,0.593067139181972
"b3472","dcrB",1537.638,6560.09,6644.754,1698.446,16618.471,4004.76,16827.112,2997.409,4083.244,2088.86,6905.356,2238.785,3550.976,903.888,2643.072,1001.537,8355.439,7011.464,4230.17,3569.484,5818.776,5125.582,5200.69604545455,2974.6114360706,0.57196410058812
"b3473","yhhS",7288.974,2463.511,3565.775,8214.745,7871.921,21078.725,6843.412,22622.959,1484.231,1948.975,3008.857,4949.27,777.932,1160.475,978.21,2225.633,1005.362,1081.262,758.76,579.434,3683.854,3613.046,4872.96922727273,5603.93243605091,1.15000365786986
"b3474","yhhT",3658.407,1572.67,2069.405,3970.211,4466.72,9469.024,5039.273,9377.58,1094.457,1795.289,2134.97,2880.293,608.452,1374.794,615.664,1161.682,867.668,812.937,484.214,420.074,4322.05,4041.009,2828.94740909091,2286.98696051706,0.808423286048995
"b3475","acpT",953.772,1454.694,1359.632,1316.964,6051.177,1508.606,2497.9,1406.116,980.926,818.024,1190.21,1411.487,292.542,325.723,403.661,432.633,326.061,359.289,304.437,378.461,1049.874,812.374,1165.20740909091,1095.73258203593,0.940375570466736
"b3476","nikA",3015.121,1900.285,3505.732,5302.658,3834.971,11836.87,4582.757,8914.882,1015.166,1243.767,2342.771,2517.891,721.072,1120.557,742.63,1321.078,2940.814,3322.377,1224.519,1797.779,4113.07,3396.893,3214.25727272727,2371.41945114404,0.737781468604069
"b3477","nikB",3471.877,2037.381,2509.18,3548.516,3682.577,6523.814,3129.03,4886.209,834.923,1165.312,1064.529,1385.317,515.204,836.951,604.249,953.441,902.01,915.871,415.441,428.01,715.099,846.872,1880.53695454546,1464.28932743186,0.778654906989473
"b3478","nikC",3218.115,1948.3,1798.402,2185.125,3643.224,10550.326,4247.8,6319.085,1031.48,1132.661,2382.896,2411.14,681.703,763.773,663.062,740.831,1440.646,1317.42,682.176,671.852,1533.38,1324.746,2304.0065,2084.78804116384,0.9048533678893
"b3479","nikD",2067.254,1611.848,2986.003,3516.684,2272.398,4525.935,2344.395,3470.674,809.002,995.999,1863.114,2330.623,439.89,543.826,669.296,683.833,754.564,743.66,518.608,502.681,1974.813,1620.811,1692.99595454545,969.731587463207,0.572790256739607
"b3480","nikE",916.506,1493.002,1858.599,1642.867,1545.117,1793.423,1459.744,1298.383,859.289,814.065,1746.802,1644.576,829.731,786.607,1151.262,822.003,223.48,209.673,243.96,314.191,1045.154,1580.867,1103.60459090909,400.091308161309,0.362531391638862
"b3481","nikR",1292.546,1792.801,3078.475,2294.557,1896.337,3067.824,2123.164,2581.511,296.934,381.093,1259.818,1694.918,365.569,440.806,425.791,515.561,828.582,823.429,444.488,473.756,2657.769,2346.021,1412.80681818182,801.293933710752,0.567164543233136
"b3482","rhsB",1243.336,770.686,2179.075,3823.028,4364.195,6176.184,3990.904,5146.943,1248.085,1734.736,1883.891,2409.47,967.756,1517.52,735.713,799.525,1108.966,1014.814,568.888,631.22,3119.286,3603.043,2228.96654545455,1368.80094044503,0.614096673293002
"b3483","yhhH",2629.367,3094.52,4269.94,5464.978,2457.541,822.003,858.396,803.693,782.258,610.776,1598.497,1293.891,504.077,424.759,758.234,511.114,574.435,639.145,321.795,436.549,5034.037,5229.655,1778.16636363636,1574.53379513672,0.885481711574383
"b3484","yhhI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b3485","yhhJ",4876.059,2460.098,2492.711,3974.341,5495.367,7654.01,5786.599,8489.713,1266.385,2246.557,2244.222,3147.52,606.978,856.613,593.251,840.731,684.07,723.074,382.947,420.22,3931.87,4014.487,2872.17377272727,2036.27357174045,0.708966007236711
"b3486","rbbA",4448.182,2910.397,3799.253,6219.143,6407.296,11964.728,6521.554,8665.096,991.178,1630.388,2238.785,2993.256,677.464,1070.449,768.819,1095.596,392.895,382.681,348.617,400.179,3830.986,3268.697,3228.43813636364,2719.0490766052,0.842218113452162
"b3487","yhiI",8410.641,2948.979,4202.406,6845.784,7319.351,21358.164,8251.839,15260.345,2219.471,1584.707,3942.787,3413.415,3636.916,3624.334,2246.557,2954.094,2687.409,2661.456,2106.307,1400.28,1039.014,1092.184,4963.92909090909,4515.0654478708,0.909574928485514
"b3488","yhiJ",2502.232,1122.889,1572.125,4077.587,3848.285,7622.244,3509.379,7766.237,1250.249,2483.226,2411.14,3291.433,2992.219,1579.224,2197.275,1331.189,508.992,481.87,301.915,340.144,4365.708,4945.841,2750.06377272727,1866.74533014937,0.678800742245366
"b3490","b3490",2508.31,1026.487,1633.782,3565.775,3242.745,6960.62,3357.1,7357.5,1428.713,2796.681,2794.743,2952.047,3214.77,1237.746,2450.737,1144.895,771.221,676.994,292.036,299,4547.948,4894.684,2688.84245454545,1709.6690339024,0.635838306931008
"b3491","yhiM",3195.885,1589.106,1869.582,3741.757,4892.988,9393.845,5159.444,10757.088,1280.951,2594.067,2155.042,3314.326,1735.938,1099.399,1444.145,1126.788,662.603,587.319,390.722,391.264,4043.811,4355.13,2990.05454545455,2448.55001888948,0.818898110943074
"b3492","yhiN",2674.401,2160.276,3317.774,4994.069,5324.757,6514.777,4519.665,5784.594,784.43,1133.446,3345.486,4347.589,822.288,974.488,1349.304,1371.938,923.841,902.949,642.477,685.256,4304.112,5002.73,2812.75668181818,1639.42272167591,0.582852662753674
"b3493","pitA",4718.132,3134.457,4377.829,5720.795,7398.412,13691.567,7643.406,9877.978,1473.979,1487.321,2815.158,3000.527,862.87,1297.033,959.075,1325.665,1295.237,1720.963,1008.154,1063.423,6051.177,4643.51,3889.394,2917.4355992996,0.750100298221164
"b3494","uspB",2383.722,4399.122,4167.597,2202.613,12313.899,4679.05,9809.746,4891.292,2876.303,1738.949,3754.747,2038.794,2133.491,482.706,2243.445,587.522,3451.481,3110.649,1440.646,1517.52,3705.622,3606.791,3524.35031818182,2065.13330981892,0.585961417956971
"b3495","uspA",6201.923,9779.195,10723.587,5855.189,20918.619,12516.122,22319.236,7847.405,2653.167,1122.5,3681.301,1670.426,1869.582,896.09,1538.704,837.822,10734.743,10929.956,6204.073,7723.291,10071.563,8841.038,7497.06963636364,4164.29045123872,0.555455751810057
"b3496","dtpB",4230.17,2915.444,3595.558,5249.63,7253.693,17823.586,6610.3,13414.447,1453.686,1485.26,3127.946,3265.3,979.227,1155.659,936.412,1227.068,1891.087,3184.829,1197.243,1851.527,4440.48,3900.653,4144.96386363636,3786.0222484997,0.913402956709551
"b3497","yhiQ",2938.777,3427.64,3567.011,3094.52,3208.092,3677.475,3475.488,3149.703,1507.038,982.627,2504.835,2411.14,1080.138,663.062,1072.677,676.994,954.433,1022.227,572.646,552.756,2704.226,2719.263,2089.21672727273,869.827664050518,0.416341518185141
"b3498","prlC",2264.536,2822.974,8477.952,7193.609,13377.306,12386.663,12638.17,6693.291,3231.526,3555.902,5386.006,4284.764,1935.513,1649.142,1640.023,2118.019,3605.541,2650.41,2065.106,1493.002,5229.655,4400.647,4959.07986363636,2801.30951225079,0.564884936173756
"b3499","yhiR",980.926,1255.46,5726.746,3708.191,9915.708,7055.341,10272.502,6078.502,2261.399,1361.518,3266.432,1922.143,1221.129,623.394,1056.81,551.991,1438.65,1295.686,1010.603,977.532,3759.956,3966.085,3168.48654545455,2181.43883970771,0.688479754738793
"b3500","gor",4141.679,3350.127,4601.856,4966.453,10575.953,12073.029,9184.593,7896.513,2248.115,2033.149,3916.909,3647.014,1200.983,1353.051,1131.484,1002.926,1878.675,1611.848,1198.904,1027.199,1152.459,1137.381,3696.83181818182,2770.2945635051,0.749369919908229
"b3501","arsR",2546.853,2044.454,2409.47,2527.508,3187.037,5784.594,3391.012,4839.023,864.966,1164.504,1189.385,1371.938,772.023,859.587,764.832,899.513,452.414,436.7,343.222,324.258,2593.168,2887.289,1893.35227272727,1273.36918254687,0.672547418084351
"b3502","arsB",4153.178,1871.527,2169.279,3663.482,3640.7,11067.18,3957.847,7258.723,885.286,1448.155,2414.485,2869.334,789.612,1099.781,909.229,1217.326,1282.728,1099.781,448.2,471.136,3964.711,3514.247,2736.1785,2240.57695721439,0.81887090232395
"b3503","arsC",2566.346,2494.44,2879.295,2756.267,2567.236,5000.997,2957.167,4347.589,992.553,1198.488,2275.551,2445.646,1163.294,599.66,1300.184,875.219,615.664,609.719,457.618,464.006,2849.514,3395.716,2036.91677272727,1073.15145860408,0.526850911619335
"b3504","yhiS",2695.804,2221.78,3093.448,3824.353,3942.787,6922.128,6343.221,6770.281,1206.824,1465.32,2231.812,2632.103,1182.398,1228.345,1180.351,1037.575,1193.514,1012.005,669.296,744.176,5218.791,5157.657,2816.99859090909,1631.50761546191,0.579165222420433
